geography,gender,has_credit_card,is_active,card_type,age_group,age,credit_score,tenure,balance,num_products,est_salary,satisfaction_score,pts_earned,churned
France,Male,1,0,DIAMOND,Middle-Aged (26-45),31,520,4,93249.4,1,77335.75,1,759,0
France,Male,1,0,GOLD,Middle-Aged (26-45),35,641,5,0.0,2,93148.93,4,747,0
Germany,Female,0,1,GOLD,Older Adults (46-64),51,840,1,87779.83,1,36687.11,4,995,1
Spain,Male,0,0,SILVER,Middle-Aged (26-45),40,504,5,0.0,2,146703.36,2,538,0
France,Male,0,1,PLATINUM,Middle-Aged (26-45),38,686,0,138131.34,1,115927.85,4,385,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),38,533,4,70362.52,2,104189.46,2,975,0
France,Female,1,0,SILVER,Middle-Aged (26-45),32,577,1,0.0,2,9902.39,2,899,0
Germany,Female,1,0,DIAMOND,Older Adults (46-64),48,445,7,168286.58,1,16645.77,5,938,1
France,Male,1,0,DIAMOND,Middle-Aged (26-45),44,720,3,86102.27,1,180134.88,2,481,1
Germany,Male,1,1,SILVER,Young Adults (18-25),25,643,4,115142.9,1,148098.95,5,908,0
Germany,Female,1,1,PLATINUM,Older Adults (46-64),47,652,0,126597.89,2,38798.79,1,696,1
France,Female,1,0,GOLD,Middle-Aged (26-45),33,663,2,0.0,2,153295.0,4,332,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),30,525,0,157989.21,2,100687.67,3,236,0
Spain,Female,0,0,SILVER,Older Adults (46-64),54,662,1,187997.15,1,111442.71,4,857,1
Germany,Male,1,1,SILVER,Older Adults (46-64),54,724,8,172192.49,1,136902.01,2,565,0
Germany,Male,1,0,SILVER,Middle-Aged (26-45),38,581,1,133105.47,1,105732.9,3,438,1
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),38,685,4,0.0,2,35884.91,4,966,0
France,Male,1,0,SILVER,Older Adults (46-64),46,595,10,0.0,1,73489.15,4,273,1
France,Female,1,1,PLATINUM,Young Adults (18-25),21,588,8,0.0,2,110114.19,5,834,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),35,647,3,192407.97,1,40145.28,3,962,0
Germany,Female,0,0,SILVER,Middle-Aged (26-45),38,785,9,107199.75,1,146398.51,5,237,0
Germany,Female,1,0,GOLD,Older Adults (46-64),55,794,6,115796.7,1,160526.36,1,442,1
France,Male,1,1,DIAMOND,Middle-Aged (26-45),37,823,5,164858.18,1,173516.71,5,970,0
Germany,Male,0,1,DIAMOND,Middle-Aged (26-45),38,687,4,117633.28,1,88396.6,5,827,0
France,Female,1,0,SILVER,Middle-Aged (26-45),28,850,9,0.0,2,185821.41,3,437,0
France,Female,0,0,GOLD,Middle-Aged (26-45),36,496,7,0.0,2,108098.28,4,289,0
Germany,Female,1,1,SILVER,Middle-Aged (26-45),30,527,6,126663.51,1,162267.91,4,617,0
Germany,Female,1,1,PLATINUM,Retirement Aged (65+),71,576,6,140273.47,1,193135.25,4,785,1
Spain,Female,0,1,GOLD,Older Adults (46-64),60,525,7,0.0,2,168034.9,1,895,0
Germany,Male,1,1,PLATINUM,Young Adults (18-25),21,727,8,153344.72,1,163295.87,5,279,0
Germany,Female,1,1,PLATINUM,Young Adults (18-25),23,671,9,123943.18,1,159553.27,2,873,0
France,Male,1,0,GOLD,Middle-Aged (26-45),39,625,5,0.0,1,99800.87,5,520,0
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),33,643,7,98630.31,2,40250.82,4,762,0
France,Female,1,1,GOLD,Middle-Aged (26-45),33,707,2,58036.33,1,83335.78,1,911,0
Spain,Male,1,0,DIAMOND,Middle-Aged (26-45),28,539,5,0.0,2,48382.4,1,830,0
Germany,Male,0,1,PLATINUM,Middle-Aged (26-45),45,498,7,109200.74,2,165990.44,5,662,0
Spain,Female,1,1,SILVER,Middle-Aged (26-45),30,696,0,0.0,2,9002.8,5,447,0
France,Female,1,0,GOLD,Middle-Aged (26-45),33,758,7,0.0,1,188156.34,1,816,0
France,Female,0,1,SILVER,Middle-Aged (26-45),33,685,6,0.0,2,186785.01,3,340,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),30,655,1,83173.98,2,184259.6,5,338,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),40,747,3,0.0,1,57817.84,2,929,1
Spain,Male,0,0,SILVER,Young Adults (18-25),24,601,7,0.0,2,144660.42,4,295,0
France,Male,0,0,DIAMOND,Young Adults (18-25),22,477,5,82559.42,2,163112.9,3,661,1
France,Male,0,0,DIAMOND,Middle-Aged (26-45),32,558,5,73494.21,1,136301.1,3,655,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),29,586,2,132450.24,1,36176.63,3,423,0
France,Male,1,0,PLATINUM,Older Adults (46-64),49,850,6,128663.9,1,65769.3,4,974,1
France,Female,0,1,PLATINUM,Middle-Aged (26-45),36,505,2,79951.9,1,174123.16,4,253,1
Germany,Female,1,1,DIAMOND,Older Adults (46-64),51,591,8,132508.3,1,161304.68,5,752,1
Germany,Female,1,0,GOLD,Middle-Aged (26-45),38,761,1,120530.13,2,109394.62,2,815,0
France,Female,0,1,PLATINUM,Middle-Aged (26-45),35,554,10,74988.59,2,190155.13,1,340,0
France,Female,0,1,DIAMOND,Older Adults (46-64),47,774,6,94722.88,1,61450.96,5,615,0
Spain,Female,1,0,SILVER,Middle-Aged (26-45),33,771,5,0.0,2,8673.43,5,288,0
France,Male,0,1,DIAMOND,Middle-Aged (26-45),31,792,6,71269.89,2,125912.77,2,660,0
Germany,Female,1,0,SILVER,Middle-Aged (26-45),41,673,9,98612.1,1,151349.35,2,868,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),40,765,6,138033.55,1,67972.45,5,739,0
France,Female,1,1,SILVER,Middle-Aged (26-45),41,748,2,91621.69,1,71139.31,5,896,0
France,Male,0,1,SILVER,Older Adults (46-64),54,422,3,140014.42,1,86350.97,2,844,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),27,568,5,126815.97,2,118648.12,1,939,0
France,Female,0,1,GOLD,Older Adults (46-64),64,502,3,139663.37,1,100995.11,4,691,0
France,Female,0,1,PLATINUM,Middle-Aged (26-45),28,524,7,0.0,2,147100.72,1,983,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),34,689,1,165312.27,1,155495.63,3,326,0
France,Male,0,0,GOLD,Middle-Aged (26-45),26,661,8,0.0,2,196875.87,4,547,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),33,606,8,0.0,2,63176.77,2,640,0
Germany,Female,0,1,GOLD,Older Adults (46-64),54,678,1,123699.28,2,105221.76,1,664,0
Germany,Female,0,1,SILVER,Middle-Aged (26-45),29,636,3,97325.15,1,131924.38,3,945,0
France,Male,1,1,GOLD,Middle-Aged (26-45),32,647,5,97041.16,1,23132.73,1,596,0
France,Male,1,0,SILVER,Middle-Aged (26-45),36,732,5,0.0,2,161428.25,5,279,0
France,Male,1,0,DIAMOND,Older Adults (46-64),50,646,0,104129.24,2,181794.86,4,377,1
France,Female,0,1,PLATINUM,Middle-Aged (26-45),43,559,1,0.0,1,86634.3,5,830,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),28,581,3,104367.5,1,29937.75,1,470,0
France,Male,0,1,DIAMOND,Older Adults (46-64),46,565,7,135369.71,1,140130.22,1,829,0
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),41,657,6,112119.48,1,17536.82,1,476,0
France,Male,0,1,GOLD,Retirement Aged (65+),66,847,7,123760.68,1,53157.16,1,757,0
France,Female,1,1,GOLD,Middle-Aged (26-45),41,558,6,0.0,1,143585.29,1,331,1
Spain,Male,1,1,DIAMOND,Older Adults (46-64),57,596,6,0.0,2,72402.0,1,627,0
France,Male,0,1,GOLD,Middle-Aged (26-45),39,579,5,0.0,2,39891.84,2,977,0
France,Female,1,1,SILVER,Middle-Aged (26-45),36,741,3,0.0,2,89804.83,1,900,0
France,Male,0,1,GOLD,Middle-Aged (26-45),44,613,3,0.0,2,136491.72,5,462,0
Spain,Male,1,0,PLATINUM,Middle-Aged (26-45),31,694,5,0.0,1,35593.18,2,636,0
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),42,729,7,0.0,2,58268.2,1,226,1
France,Female,1,0,DIAMOND,Middle-Aged (26-45),42,480,1,152160.21,2,101778.9,3,323,0
France,Female,1,1,DIAMOND,Older Adults (46-64),59,666,5,0.0,2,185123.09,2,892,0
France,Male,1,1,PLATINUM,Young Adults (18-25),24,575,2,0.0,2,119927.81,2,367,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),36,850,3,0.0,2,195033.07,4,731,0
France,Male,1,1,GOLD,Middle-Aged (26-45),36,740,4,172381.8,1,86480.29,3,444,0
Germany,Male,1,0,DIAMOND,Middle-Aged (26-45),41,588,6,106116.56,2,198766.61,3,666,0
France,Male,1,1,SILVER,Middle-Aged (26-45),36,681,5,141952.07,1,185144.08,5,385,0
Spain,Female,1,1,DIAMOND,Middle-Aged (26-45),33,611,7,0.0,2,3729.89,1,976,0
France,Female,0,1,SILVER,Middle-Aged (26-45),37,589,6,138497.84,1,18988.58,1,828,0
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),34,717,1,0.0,2,119313.74,4,533,0
Germany,Male,1,0,GOLD,Middle-Aged (26-45),33,556,3,124213.36,2,62627.55,2,537,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),37,850,4,126872.6,1,197266.58,1,951,0
Spain,Female,0,0,SILVER,Middle-Aged (26-45),42,685,2,0.0,2,199992.48,2,810,0
France,Female,1,1,GOLD,Middle-Aged (26-45),37,713,8,0.0,1,16403.41,2,444,0
France,Female,0,1,GOLD,Middle-Aged (26-45),26,437,1,120923.52,1,78854.57,2,310,0
Spain,Male,1,0,PLATINUM,Older Adults (46-64),47,605,7,142643.54,1,189310.27,3,255,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),41,758,10,79857.64,1,78088.17,3,824,0
France,Male,0,0,DIAMOND,Older Adults (46-64),46,600,10,95502.21,1,19842.18,2,363,0
France,Male,0,0,SILVER,Middle-Aged (26-45),38,827,5,0.0,2,103305.01,2,785,0
Germany,Male,1,1,DIAMOND,Young Adults (18-25),23,608,8,197715.93,2,116124.28,5,845,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),30,608,8,85859.76,1,142730.27,5,922,0
France,Male,1,1,GOLD,Middle-Aged (26-45),44,554,7,85304.27,1,58076.52,4,895,0
Germany,Female,0,0,GOLD,Middle-Aged (26-45),35,683,1,132371.3,2,186123.57,1,504,0
Spain,Male,1,0,DIAMOND,Middle-Aged (26-45),33,660,4,0.0,1,29664.45,4,400,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),31,628,5,0.0,1,147963.07,1,404,1
Germany,Male,1,0,GOLD,Middle-Aged (26-45),39,668,4,79896.0,1,38466.39,4,453,0
France,Female,1,1,GOLD,Middle-Aged (26-45),29,776,5,0.0,2,143301.49,1,580,0
France,Male,1,0,SILVER,Middle-Aged (26-45),36,820,4,0.0,2,31422.69,2,366,0
France,Male,0,1,PLATINUM,Middle-Aged (26-45),36,665,1,0.0,2,121505.61,2,350,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),31,850,4,146587.3,1,89874.82,2,687,0
France,Female,0,1,DIAMOND,Middle-Aged (26-45),42,703,7,0.0,2,72500.68,3,449,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),32,506,8,0.0,2,182692.8,4,671,0
Spain,Male,0,1,GOLD,Middle-Aged (26-45),32,588,3,109109.33,1,4993.94,3,447,0
Spain,Female,1,1,SILVER,Middle-Aged (26-45),26,622,8,0.0,2,124964.82,1,471,0
France,Male,1,0,SILVER,Middle-Aged (26-45),34,606,5,0.0,1,161971.42,1,891,0
France,Male,0,0,PLATINUM,Older Adults (46-64),56,517,9,142147.32,1,39488.04,3,727,1
Spain,Female,1,1,GOLD,Middle-Aged (26-45),43,758,10,0.0,2,55313.44,2,995,0
France,Female,1,1,GOLD,Older Adults (46-64),49,677,3,0.0,2,187811.71,3,643,0
Spain,Female,0,1,DIAMOND,Middle-Aged (26-45),35,827,0,0.0,2,184514.01,3,520,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),36,729,8,109106.8,1,121311.12,3,456,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),36,654,2,112262.84,1,12873.39,1,883,0
Spain,Female,0,0,SILVER,Middle-Aged (26-45),36,654,5,0.0,2,157238.05,2,596,0
Spain,Male,1,1,PLATINUM,Older Adults (46-64),52,619,8,0.0,2,123242.11,1,239,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),26,642,8,144238.7,1,184399.76,3,649,0
Spain,Female,0,1,PLATINUM,Middle-Aged (26-45),32,472,1,159397.75,1,57323.18,4,829,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),30,470,4,125385.01,1,68293.93,1,536,0
France,Female,1,1,DIAMOND,Older Adults (46-64),60,633,8,69365.25,1,10288.24,4,437,0
France,Male,1,1,GOLD,Middle-Aged (26-45),31,602,7,155271.83,1,179446.31,4,836,0
Spain,Male,1,0,PLATINUM,Middle-Aged (26-45),29,640,5,197200.04,2,141453.62,1,540,0
Spain,Female,1,1,DIAMOND,Older Adults (46-64),48,454,5,144837.79,1,93151.77,2,325,0
France,Female,1,0,SILVER,Older Adults (46-64),57,562,3,0.0,3,6554.97,2,571,1
France,Male,1,0,SILVER,Middle-Aged (26-45),34,636,8,0.0,2,38570.13,1,474,0
Spain,Male,0,1,PLATINUM,Older Adults (46-64),50,621,3,163085.79,1,131048.36,5,710,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),38,795,7,125903.22,2,127068.92,5,912,0
France,Male,1,1,GOLD,Young Adults (18-25),22,550,6,154377.3,1,51721.52,2,491,0
Spain,Male,0,1,SILVER,Middle-Aged (26-45),41,630,7,107511.52,1,46156.87,5,419,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),30,573,8,127406.5,1,192950.6,4,927,0
Spain,Male,0,1,DIAMOND,Young Adults (18-25),24,561,8,143656.55,1,180932.46,1,689,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),39,662,5,138106.75,1,19596.73,2,847,0
France,Male,1,0,GOLD,Middle-Aged (26-45),27,637,9,128940.24,1,46786.92,5,304,0
Germany,Male,0,1,SILVER,Middle-Aged (26-45),37,651,9,114453.58,1,175820.91,4,403,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),33,646,2,0.0,2,198208.0,1,570,0
France,Female,1,0,DIAMOND,Older Adults (46-64),48,567,3,0.0,1,55362.45,5,546,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),41,638,1,131762.94,1,47675.29,4,503,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),31,725,6,0.0,1,61326.43,1,503,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),41,709,3,150300.65,2,71672.86,3,825,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),39,787,10,108935.39,1,101168.3,5,637,0
France,Male,1,0,SILVER,Middle-Aged (26-45),37,653,7,135847.47,1,144880.81,5,529,0
Germany,Male,1,0,SILVER,Middle-Aged (26-45),37,661,7,109908.06,2,115037.67,2,311,1
Germany,Male,0,0,DIAMOND,Older Adults (46-64),49,681,8,142946.18,1,187280.51,4,393,1
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),45,436,3,104339.11,2,183540.22,3,304,1
France,Male,1,1,GOLD,Middle-Aged (26-45),33,663,5,157274.36,2,28531.81,2,368,0
France,Male,0,1,SILVER,Older Adults (46-64),64,662,0,98848.19,1,42730.12,1,676,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),39,607,8,105103.33,1,104721.5,4,697,1
France,Male,1,1,GOLD,Middle-Aged (26-45),34,754,7,0.0,2,65219.85,3,467,0
Germany,Female,0,1,PLATINUM,Retirement Aged (65+),66,850,0,127120.62,1,118929.64,1,617,1
France,Male,1,0,GOLD,Middle-Aged (26-45),39,578,2,0.0,2,70563.9,1,550,0
Germany,Female,0,0,DIAMOND,Middle-Aged (26-45),36,666,3,129118.5,2,139435.12,1,940,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),43,599,4,0.0,1,170347.1,5,550,0
France,Female,0,1,GOLD,Older Adults (46-64),46,586,0,0.0,3,131553.82,1,272,1
France,Female,1,1,SILVER,Middle-Aged (26-45),36,825,3,146053.66,1,138344.7,5,347,0
Spain,Female,0,1,GOLD,Retirement Aged (65+),67,808,10,124577.15,1,169894.4,5,259,0
Spain,Male,1,0,PLATINUM,Middle-Aged (26-45),29,515,4,151012.55,2,9770.97,1,935,0
Spain,Female,0,1,SILVER,Older Adults (46-64),58,663,5,216109.88,1,74176.71,2,251,1
France,Male,1,0,SILVER,Middle-Aged (26-45),34,444,2,144318.97,1,112668.06,4,310,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),39,650,4,0.0,2,186275.7,2,802,0
France,Male,1,0,SILVER,Middle-Aged (26-45),26,609,7,0.0,2,98463.99,3,817,0
Germany,Male,0,1,DIAMOND,Retirement Aged (65+),77,824,3,27517.15,2,2746.41,5,914,0
France,Male,1,0,GOLD,Middle-Aged (26-45),29,662,5,147092.65,1,10928.3,1,495,0
Germany,Female,0,1,PLATINUM,Older Adults (46-64),51,699,2,92246.14,2,91346.03,5,268,0
France,Female,1,0,SILVER,Middle-Aged (26-45),41,752,8,0.0,2,139844.04,1,300,1
Germany,Female,0,0,DIAMOND,Middle-Aged (26-45),40,603,8,148897.02,1,105052.9,1,352,0
Spain,Male,0,0,GOLD,Older Adults (46-64),50,628,8,0.0,1,144366.83,2,407,1
France,Female,1,0,SILVER,Middle-Aged (26-45),36,745,9,0.0,1,19605.18,1,961,1
Germany,Female,1,1,SILVER,Middle-Aged (26-45),33,804,10,138335.96,1,80483.76,4,442,0
Germany,Female,1,0,DIAMOND,Older Adults (46-64),50,454,10,92895.56,1,154344.0,3,445,1
Spain,Male,0,1,SILVER,Older Adults (46-64),46,631,9,160736.63,1,93503.02,3,576,0
France,Male,1,1,SILVER,Middle-Aged (26-45),32,503,4,0.0,2,153036.97,1,304,0
France,Female,0,0,SILVER,Middle-Aged (26-45),37,548,9,0.0,2,98029.58,5,967,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),28,668,4,107141.27,1,193018.71,5,898,0
France,Female,0,0,DIAMOND,Older Adults (46-64),55,619,0,0.0,3,60810.64,1,734,1
France,Female,1,0,PLATINUM,Middle-Aged (26-45),37,842,4,132446.08,2,87071.18,4,304,1
France,Female,1,1,DIAMOND,Older Adults (46-64),57,707,1,92053.0,1,164064.44,3,828,1
Spain,Male,1,1,SILVER,Middle-Aged (26-45),38,715,2,96798.79,2,4554.67,2,294,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),35,573,9,134498.54,2,119924.8,3,479,0
France,Male,1,1,PLATINUM,Older Adults (46-64),55,509,8,132387.91,2,170360.11,1,913,0
Germany,Female,0,1,GOLD,Middle-Aged (26-45),40,670,2,147171.2,1,69850.04,2,748,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),44,613,9,100524.69,1,47298.95,4,484,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),26,678,1,0.0,2,45443.68,5,278,0
Germany,Female,1,0,SILVER,Older Adults (46-64),51,555,9,138214.5,1,198715.27,2,266,1
France,Female,0,1,DIAMOND,Middle-Aged (26-45),30,777,4,0.0,2,115611.97,1,561,0
Spain,Male,1,1,SILVER,Older Adults (46-64),55,552,3,0.0,1,40333.94,4,466,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),39,640,3,0.0,1,105997.25,1,540,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),34,541,3,128743.55,1,134851.12,3,430,0
France,Male,0,0,GOLD,Middle-Aged (26-45),31,756,10,122647.32,1,61666.87,1,280,0
Spain,Female,0,1,SILVER,Young Adults (18-25),24,684,9,79263.9,1,196574.48,4,484,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),42,618,2,0.0,4,111097.39,5,398,1
France,Female,1,1,PLATINUM,Older Adults (46-64),53,604,2,121389.78,1,48201.64,1,428,1
Spain,Male,1,0,GOLD,Middle-Aged (26-45),38,624,7,123906.55,1,135096.78,4,799,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),38,661,7,143006.7,1,15650.89,2,689,0
Spain,Female,0,1,PLATINUM,Middle-Aged (26-45),28,627,3,157597.61,1,34097.22,3,768,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),38,812,3,127117.8,2,174822.74,1,730,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),39,473,9,117103.26,2,85937.52,2,324,1
Spain,Male,0,1,SILVER,Middle-Aged (26-45),36,717,2,102989.83,2,49185.57,5,313,0
Spain,Male,0,1,GOLD,Middle-Aged (26-45),28,693,1,145118.83,1,77742.38,5,944,0
France,Male,1,1,SILVER,Retirement Aged (65+),92,705,1,126076.24,2,34436.83,5,772,0
France,Male,0,1,GOLD,Middle-Aged (26-45),41,661,5,0.0,1,88279.6,3,594,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),27,573,4,0.0,2,157549.6,1,832,0
France,Male,0,1,DIAMOND,Middle-Aged (26-45),37,639,5,98186.7,1,173386.95,3,261,0
France,Female,1,1,PLATINUM,Retirement Aged (65+),67,718,7,0.0,3,82782.08,5,710,0
France,Male,1,1,SILVER,Middle-Aged (26-45),37,570,6,0.0,1,187758.5,2,469,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),40,461,7,0.0,2,176547.8,3,252,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),33,638,5,129335.65,1,56585.2,4,899,1
Spain,Male,1,0,PLATINUM,Older Adults (46-64),48,608,7,75801.74,1,125762.95,4,964,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),42,599,6,0.0,2,113868.4,4,837,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),44,762,7,159316.64,1,24780.13,2,932,0
France,Female,1,0,GOLD,Middle-Aged (26-45),38,662,2,96479.81,1,120259.41,2,859,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),29,747,7,117726.33,1,175398.34,5,942,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),39,539,6,0.0,2,86767.48,5,315,0
France,Male,1,0,GOLD,Middle-Aged (26-45),43,625,4,122351.29,1,71216.6,4,936,0
France,Female,1,1,PLATINUM,Older Adults (46-64),48,656,9,0.0,2,85240.61,5,272,1
France,Female,1,0,PLATINUM,Older Adults (46-64),48,469,5,0.0,1,160529.71,1,847,1
Spain,Female,0,0,DIAMOND,Middle-Aged (26-45),43,621,8,0.0,1,102806.6,1,590,0
France,Female,1,0,GOLD,Middle-Aged (26-45),27,754,7,0.0,2,144134.64,1,382,0
Germany,Female,1,1,SILVER,Older Adults (46-64),50,679,6,132598.38,2,184017.98,2,1000,0
France,Male,0,0,SILVER,Middle-Aged (26-45),38,535,2,119272.29,1,195896.59,5,346,1
France,Male,1,1,SILVER,Middle-Aged (26-45),37,487,2,0.0,2,126722.57,5,668,0
France,Female,1,1,GOLD,Middle-Aged (26-45),42,850,3,0.0,2,176883.42,2,634,0
France,Male,1,1,GOLD,Older Adults (46-64),55,585,10,106415.57,3,122960.98,1,749,1
France,Male,0,1,GOLD,Middle-Aged (26-45),31,603,4,0.0,2,9607.1,4,296,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),32,728,9,127772.1,2,152643.48,5,658,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),41,621,5,104631.67,1,95551.22,1,680,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),30,833,1,0.0,2,141860.62,5,380,0
France,Male,1,1,GOLD,Middle-Aged (26-45),37,502,10,0.0,1,76642.68,5,620,0
Germany,Male,0,1,SILVER,Middle-Aged (26-45),37,825,6,118050.79,1,52301.15,5,822,0
France,Male,0,0,PLATINUM,Older Adults (46-64),46,668,0,0.0,2,29388.02,1,419,0
Spain,Female,0,1,SILVER,Middle-Aged (26-45),40,487,6,136093.74,1,193408.43,2,677,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),39,600,7,88477.36,2,58632.37,5,877,0
Spain,Male,0,1,PLATINUM,Middle-Aged (26-45),34,606,3,161572.24,1,191076.22,3,893,0
Germany,Male,0,1,GOLD,Older Adults (46-64),50,623,7,126608.37,1,645.61,2,676,1
France,Female,1,1,DIAMOND,Older Adults (46-64),54,575,9,68332.96,1,144390.75,5,435,0
Spain,Male,1,0,GOLD,Older Adults (46-64),48,577,6,179852.26,1,193580.32,2,782,0
France,Female,1,1,PLATINUM,Young Adults (18-25),25,651,8,0.0,2,126761.2,2,886,0
Germany,Male,1,1,GOLD,Older Adults (46-64),46,693,2,104763.41,1,62368.33,5,872,0
France,Male,1,1,SILVER,Older Adults (46-64),60,800,6,88541.57,2,131718.12,1,577,0
France,Male,1,0,GOLD,Middle-Aged (26-45),38,760,6,162888.73,1,91098.76,2,528,1
France,Female,1,1,DIAMOND,Middle-Aged (26-45),35,711,8,0.0,1,67508.01,4,780,0
Spain,Male,1,0,DIAMOND,Middle-Aged (26-45),43,637,8,0.0,1,12156.93,5,317,1
France,Male,0,0,PLATINUM,Middle-Aged (26-45),32,662,9,0.0,2,65089.38,1,670,0
France,Female,0,0,SILVER,Middle-Aged (26-45),44,568,7,0.0,2,62370.67,2,869,1
France,Female,1,1,DIAMOND,Middle-Aged (26-45),30,692,7,0.0,2,18826.34,3,973,0
France,Female,1,1,GOLD,Middle-Aged (26-45),35,614,1,0.0,2,3342.62,1,519,0
France,Male,1,0,SILVER,Middle-Aged (26-45),35,478,1,92474.05,1,178626.07,1,219,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),36,562,6,0.0,2,32845.32,1,504,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),30,709,9,115479.48,2,134732.99,2,488,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),26,684,5,87098.91,1,106095.82,5,894,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),42,546,9,86351.85,2,57380.13,2,544,0
France,Female,0,0,SILVER,Middle-Aged (26-45),42,779,5,0.0,2,25951.91,1,530,0
Germany,Male,1,0,DIAMOND,Older Adults (46-64),63,576,3,148843.56,1,69414.13,2,930,1
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),44,481,3,163714.52,1,96123.72,5,530,0
France,Male,1,0,GOLD,Young Adults (18-25),25,445,6,0.0,2,119425.94,3,419,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),36,606,0,94153.56,1,120138.27,3,937,0
France,Male,0,0,DIAMOND,Older Adults (46-64),50,559,5,162702.35,1,150548.5,3,815,1
France,Female,1,0,PLATINUM,Older Adults (46-64),56,608,10,129255.2,2,142492.04,2,281,1
France,Male,1,1,SILVER,Middle-Aged (26-45),41,698,3,90605.29,1,14357.0,5,444,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),39,568,5,0.0,2,129569.92,4,594,0
France,Male,1,0,GOLD,Middle-Aged (26-45),29,528,3,102787.42,1,55972.56,4,751,0
France,Female,0,1,GOLD,Middle-Aged (26-45),39,802,7,120145.96,2,59497.01,5,327,1
Germany,Male,1,1,DIAMOND,Older Adults (46-64),47,669,0,63723.78,2,181928.25,1,316,0
Spain,Female,1,1,DIAMOND,Young Adults (18-25),24,581,10,159203.71,1,102517.83,4,766,1
France,Male,1,0,GOLD,Middle-Aged (26-45),38,640,9,0.0,2,88827.67,2,812,0
Spain,Female,0,0,DIAMOND,Middle-Aged (26-45),44,529,1,0.0,2,14161.3,4,786,0
France,Female,1,1,SILVER,Older Adults (46-64),51,547,1,0.0,2,56908.41,2,868,0
